Id,Word,English,Pinyin,Example,Translation,Book,Lesson,Dialog,NW,PN,OofC
284,找,to look for,zhǎo,他到南方来找工作。,He came to the South to look for a job.,2,8,2,5,,
285,事情,"thing, matter, affair",shì qing,找大卫有什么事情吗？,What's the matter with David?,2,8,2,6,,
286,服务员,"attendant, waiter/waitress",fú wù yuán,服务员，我房间的门打不开了。,"Waiter, the door of my room won't open.",2,8,3,7,,
287,白,white,bái,这件白的有点儿长。,This white one is a bit long.,2,8,4,8,,
288,黑,black,hēi,他打着黑领结。,He was wearing a black tie.,2,8,4,9,,
289,贵,expensive,guì,那件黑的有点儿贵。,That black one is a bit expensive.,2,8,4,10,,
290,错,"wrong, mcorrect",cuò,你打错了。,You dialed the wrong number.,2,9,1,1,,
291,从,from,cóng,知识可从学习中获得。,Knowledge may be obtained through study.,2,9,2,2,,
292,跳舞,to dance,tiào wǔ,您从几岁开始学习跳舞？,How old were you when you started to learn how to dance?,2,9,2,3,,
293,第一,first,dì yī,我第一次跳舞是在七岁的时候。,The first time I danced was when I was seven years old.,2,9,2,4,,
294,希望,"to hope , to wish",xī wàng,我希望她能跟您学跳舞。,I hope she can learn to dance with you.,2,9,2,5,,
295,问题,"question, problem",wèn tí,没问题。,That's all right.,2,9,2,6,,
296,欢迎,to welcome,huān yíng,,,2,9,2,7,,HSK 3
297,上班,to work,shàng bān,他从什么时候开始上班？,When does he start working?,2,9,3,8,,
298,懂,"to understand, to know",dǒng,都听懂了吗？,Did you understand all of it?,2,9,4,9,,
299,完,"to finish, to end",wán,听懂了。,I understood it.,2,9,4,10,,
300,题,"question , problem",tí,题太多，我没做完。,There are too many questions. I didn’t finish them all.,2,9,4,11,,
301,课,"class, lesson",kè,明天上午还有汉语课呢。,There will be Chinese class tomorrow morning.,2,10,1,1,,
302,帮助,"to help, to assist, to aid",bāng zhù,看电视对学汉语有帮助。,Watching TV is helpful for learning Chinese.,2,10,1,2,,
303,别,don't ,bié,别看报纸了。,Stop reading the newspaper.,2,10,2,3,,
304,哥哥,eld er brother,gē ge,哥哥今天中午回来吃饭。,My brother came back for lunch today.,2,10,3,4,,
305,鸡蛋,(chicken) egg,jī dàn,把鸡蛋清打稠。,Beat the egg whites till stiff.,2,10,3,5,,
306,西瓜,watermelon,xī guā,羊肉、鸡蛋、西瓜、面条……真不少。,"Mutton, eggs, watermelon, noodles... It's quite a lot.",2,10,3,6,,
307,正在,in the process of,zhèng zài,正在准备午饭呢！,Lunch is being prepared.,2,10,3,7,,
308,手机,cell phone,shǒu jī,你看见我的手机了吗？,Did you see my cell phone?,2,10,4,8,,
309,洗,"to wash, to bathe",xǐ,那件衣服我帮你洗了，在外边呢。,I washed that piece of clothing for you. It’s outside.,2,10,4,9,,
310,唱歌,to sing,chàng gē,昨天和你一起唱歌的人是谁？,Who was the person who sang with you yesterday?,2,11,1,1,,
311,男,"man, male",nán,什么朋友？是不是男朋友？,What kind of friend? Is [he your] boyfriend?,2,11,1,2,,
312,女,"woman, female",nǚ,我们支持那位女候选人。,We rooted for the woman candidate.,2,11,2,3,,
313,孩子,"child, kid",hái zi,左边这个看报纸的女孩子是你姐姐吗？,Is the girl reading the newspaper on the left your sister?,2,11,2,4,,
314,右边,"right, right side",yòu bian,右边写字的那个人是我哥哥。,When does he start working?,2,11,2,5,,
315,比,"than, in comparison to",bǐ,我哥哥 25 岁，他比我大三岁。,My brother is 25 years old. He is three years older than me.,2,11,2,6,,
316,便宜,"cheap , inexpensive",pián yi,比昨天便宜。,The man on the right is my brother.,2,11,3,7,,
317,说话,"to speak, to say, to talk",shuō huà,说话的那个人就是我的汉语老师。,How is your health now?,2,11,4,8,,
318,可能,"maybe, perhaps, probably",kě néng,你可能不认识她。,You may not know her.,2,11,4,9,,
319,去年,last year,qù nián,她是去年来的。,She came last year.,2,11,4,10,,
320,姓,"family name, surname",xìng,她姓王。,Her surname is Wang.,2,11,4,11,,
321,得,particle indicating degree,de,我起得早，睡得也早。,I get up early and go to bed early.,2,12,1,1,,
322,妻子,wife,qī zi,我妻子比我做得好。,My wife does it [or makes it] better than I am.,2,12,2,2,,
323,雪,snow,xuě,下雪了。,It's snowing.,2,12,3,3,,
324,零,zero,líng,在停滞点处，流速为零。,The velocity at the stagnation points is zero.,2,12,3,4,,
325,度,degree,dù,,,2,12,3,5,,HSK 4
326,穿,to wear,chuān,你穿得太少了。,You wear too little.,2,12,3,6,,
327,进,to enter,jìn,我们进房间吧。,Let's go into the room.,2,12,3,7,,
328,弟弟,younger brother,dì di,我弟弟让我帮他找个房子。,My brother asked me to help him find a house.,2,12,4,8,,
329,近,close,jìn,他希望能住得近一点儿。,He hoped to live closer.,2,12,4,9,,
330,着,used to indicate a continuous state,zhe,门开着呢，请进。,"The door is open. Come in, please.",2,13,1,1,,
331,手,hand,shǒu,她的手那时正放在桌子上。,Her hand lay on the table.,2,13,2,2,,
332,拿,to hold,ná,他手里拿的是什么？,What does he hold in his hands?,2,13,2,3,,
333,铅笔,pencil,qiān bǐ,那个手里拿着铅笔的是谁？,Who is that person holding a pencil in his hand?,2,13,2,4,,
334,杨笑笑,name of a person,yáng xiào xiào,她姓杨 ，叫杨笑笑。,Why didn't you play basketball yesterday?,2,13,2,,1,
335,班,class,bān,,,2,13,3,5,,HSK 3
336,长,to grow,zhǎng,,,2,13,3,6,,HSK 3
337,笑,"to smile, to laugh",xiào,她是个非常爱笑得女孩儿。,She is a girl who loves to laugh so much.,2,13,3,7,,
338,宾馆,hotel,bīn guǎn,请问，这儿离新京宾馆远吗？,"Excuse me, is it far from Xinjing Hotel?",2,13,4,8,,
339,一直,straight,yī zhí,,,2,13,4,9,,HSK 3
340,往,"prep. to, towards",wǎng,再往右走。,Go right again.,2,13,4,10,,
341,路口,"crossing, crossroads",lù kǒu,到了前面的路口再往右走。,Go right at the front crossing.,2,13,4,11,,
342,有意思,interesting,yǒu yì si,听说那个电影很有意思。,I heard that movie was very interesting.,2,14,1,1,,
343,但是,"but, still, yet",dàn shì,但是我女朋友也想去。,But my girlfriend wants to go too.,2,14,1,2,,
344,虽然,although,suī rán,虽然条件艰苦，但他仍坚持学习。,"Hard as the condition be, he persevere in his study.",2,14,2,3,,
345,次,time,cì,这次我要承认错误了。,This time I have to eat my words.,2,14,2,4,,
346,玩儿,"to play, to have fun",wán r,虽然去过好几次，但是还想再去玩儿玩儿。,"Although I have been there several times, I still want to visit there again.",2,14,2,5,,
347,晴,"sunny, fine, clear",qíng,虽然是晴天，但是很冷。,"It's sunny, but it's cold.",2,14,3,6,,
348,百,hundred,bǎi,两百块还可以，喜欢就买吧。,Two hundred yuan is OK. Just buy it if you like it.,2,14,4,7,,
349,日,"day, date",rì,今天是12月20日。,"Her last name is Yang, [and her full name] is Yang Xiaoxiao.",2,15,1,1,,
350,新年,New Year,xīn nián,今天是12月20日，新年就要到了。,Today is December 20. The New Year is coming soon.,2,15,1,2,,
351,票,ticket,piào,去上海的火车票,a railway ticket for Shanghai.,2,15,1,3,,
352,火车站,railway station,huǒ chē zhàn,明天就去火车站买票。,I'll go to the railway station to buy tickets tomorrow.,2,15,1,4,,
353,大家,"all, everybody",dà jiā,谢谢大家这一年对我的帮助！,Today is December 20.,2,15,2,5,,
354,更,more,gèng,,,2,15,2,6,,HSK 3
355,妹妹,younger sister,mèi mei,你妹妹怎么还没来？,Why hasn't your sister come yet?,2,15,3,7,,
356,阴,"overcast, cloudy",yīn,天阴了，我要回去了。,It's cloudy. I'm going back.,2,15,4,8,,
357,虽然……但是……,although... (but)…,suīrán dànshì,虽然贺龙性格急躁，但是他很谦虚。,"Although he is impetuous, Ho Lung is very humble.",2,补充,,,,
358,因为……所以……,because... so...,yīnwèi suǒyǐ,因为她没出现，所以他大发雷霆。,He fumed with rage because she did not appear.,2,补充,,,,
359,卖,to sell,mài,一定能卖个好价钱。,The painting would fetch quite a lot if you sold it now.,2,补充,,,,
360,累,tired,lèi,我又累又有时差。,I'm tired and jet-lagged.,2,补充,,,,
361,玩,to play,wán,尽情玩儿吧！,Have fun!,2,补充,,,,
362,您,(polite) you,nín,您从几岁开始学习跳舞？,Since what age did you learn how to dance?,2,补充,,,,
363,周末,weekend,zhōu mò,她周末做什么？,What does she do at the weekend?,3,1,1,1,,
364,打算,plan,dǎ suàn,毕业后你打算做什么？,What are you going to do after graduation?,3,1,1,2,,
365,啊,“a” (exclamation),a,他是个多么好的人啊！,What a nice fellow he is!,3,1,1,3,,
366,跟,with,gēn,别跟他一般见识。,You don't want to bother yourself arguing with the likes of him.,3,1,1,4,,
367,小丽,(name),xiǎo lì,,,3,1,1,,1,
368,小刚,(name),xiǎo gāng,,,3,1,1,,2,
369,一直,all the time,yī zhí,他学习一直很努力。,He has been working very hard.,3,1,2,5,,
370,游戏,game,yóu xì,相信我！这游戏确实值得一玩。,Trust me! The game is really worth playing.,3,1,2,6,,
371,作业,homework,zuò yè,有时他忘了做家庭作业。,He forgot to do homework on occasion.,3,1,2,7,,
372,着急,anxious,zháo jí,不要着急，慢慢来。,"Don't worry, take your time.",3,1,2,8,,
373,复习,to review,fù xí,你能帮助我复习数学吗？,Can you help me with my math?,3,1,2,9,,
374,南方,southern,nán fāng,他说话夹杂着南方口音。,He speaks with a slight southern accent.,3,1,3,10,,
375,北方,north,běi fāng,北方有许多煤矿。,There are many coal mines in the north.,3,1,3,11,,
376,面包,bread,miàn bāo,再吃点面包。,Take some more bread.,3,1,4,12,,
377,带,to bring,dài,约翰忘了带钓具。,John forgot to bring fishing tackle with him.,3,1,4,13,,
378,地图,map,dì tú,别参照那张旧地图。,Don't go by that old map.,3,1,4,14,,
379,搬,to carry,bān,这箱子太重，我搬不起。,The box is too heavy for me to lift.,3,1,4,15,,
380,腿,leg,tuǐ,他单腿跪在她面前。,He went down on one knee before her.,3,2,1,1,,
381,疼,to feel pain,téng,我不仅发烧、头疼，还嗓子疼。,"I have not only a fever and headache, but also a sore throat.",3,2,1,2,,
382,脚,foot,jiǎo,双鞋使她的脚显得特别大。,The shoes made her feet look especially big.,3,2,1,3,,
383,树,tree,shù,我发现他正在一棵树下打瞌睡。,I found that he was dozing under a tree.,3,2,1,4,,
384,容易,easy,róng yì,我容易激动，却不爱报复。,"I am passionate, but not vindictive.",3,2,1,5,,
385,难,difficult,nán,他的脾气难捉摸。,He has an incalculable disposition.,3,2,1,6,,
386,太太,"Mrs., wife",tài tai,,,3,2,2,7,,HSK 5
387,秘书,secretary,mì shū,,,3,2,2,8,,HSK 5
388,经理,manager,jīng lǐ,她要求见经理。,She demands to see the manager.,3,2,2,9,,
389,办公室,office,bàn gōng shì,他到办公室去请假。,He went to the office to ask for leave.,3,2,2,10,,
390,周明,"Zhou Ming, a personal name",zhōu míng,,,3,2,2,,2,
391,周,surname Zhou,zhōu,,,3,2,2,,1,
392,辆,measure word for cars,liàng,你们能派辆拖车来吗？,Can you send your tow truck over here?,3,2,3,11,,
393,楼,building,lóu,他随我们上了楼。,He followed us upstairs.,3,2,3,12,,
394,拿,"to grab, to take",ná,我可以拿一个吗？,"Shall I take one? Yes, by all means.",3,2,3,13,,
395,把,measure word for things with handles,bǎ,但愿我能把烟戒掉。,"I wish I could give up the weed, ie stop smoking.",3,2,3,14,,
396,伞,umbrella,sǎn,伞是用来挡雨的。,The umbrella is used to keep off the rain.,3,2,3,15,,
397,胖,fat,pàng,她太胖，需要节食。,She got so fat that she had to diet.,3,2,4,16,,
398,其实,"actually, in fact",qí shí,其实并不是这样。,This is not the case.,3,2,5,17,,
399,瘦,skinny,shòu,他说，她过去很瘦。,He said she used to be thin.,3,2,6,18,,
400,还是,or,hái shi,你是去读书呢，还是只去观光？,are you going there to study or just for sightseeing?,3,3,1,1,,
401,爬山,to hike a mountain,pá shān,他非常喜欢爬山。,He is very fond of mountaineering.,3,3,1,2,,
402,小心,careful,xiǎo xīn,转弯的时候要小心。,Be careful when turning.,3,3,1,3,,
403,条,measure word for things that are long and soft,tiáo,这条河的下游弯弯曲曲。,The lower reaches of the river bend.,3,3,2,4,,
404,裤子,pants,kù zi,我有一条新裤子。,I have a new pair of trousers.,3,3,2,5,,
405,记得,to remember,jì de,我还清晰地记得那些日子。,I retain a clear memory of those days.,3,3,2,7,,
406,衬衫,shirt,chèn shān,他的衬衫上浸满了汗水。,His shirt was saturated with sweat.,3,3,2,7,,
407,元,"measure word, unit for money",yuán,请换给我1 元钞票。,Please change this into one dollar.,3,3,2,8,,
408,新鲜,fresh,xīn xiān,我们呼吸新鲜空气。,We inhaled the fresh air.,3,3,3,9,,
409,甜,sweet,tián,这种点心甜不甜？,Is this dessert sweet or not?,3,3,3,10,,
410,只,"only, solely",zhǐ,他只担心着他自己的安全。,He's only worried about his own hide.,3,3,3,11,,
411,放,to put,fàng,我可以在哪里放行李？,Where can I park my luggage?,3,3,4,12,,
412,饮料,"beverage, drink",yǐn liào,他给我买了饮料。,He bought me drink.,3,3,4,13,,
413,或者,or,huò zhě,我从来没有撞过任何人或者出过车祸。,I never smacked into anyone or had a fender-bender.,3,3,4,14,,
414,舒服,comfortable,shū fu,你坐的姿势舒服吗？,Are you sitting in a comfortable position?,3,3,4,15,,
415,花,flower,huā,不要忘记给花盒里的花浇水。,Don' t forget to sprinkle the flowers in the flower box.,3,3,4,16,,
416,绿,green,lǜ,她穿了件绿衣服。,She was wearing a green dress.,3,3,4,17,,
417,比赛,competition,bǐ sài,比赛即将开始。,The game is about to begin.,3,4,1,1,,
418,照片,photo,zhào piàn,她把照片抢了过去。,He snatched away the photo.,3,4,1,2,,
419,年级,grade,nián jí,低年级学生。,lower grade student,3,4,1,3,,
420,又,and,yòu,他是个又麻烦又不听话的孩子。,"He's an awkward, contrary child.",3,4,1,4,,
421,马可,(name),mǎ kě,嘿，马可，你不怎么用电脑，是吧？,"Hey, Marco, you don't use computers that much, do you?",3,4,1,,2,
422,小明,(name),xiǎo míng,小明在障碍赛跑中获得了第一名。,Xiaoming got first in the steeplechase contest.,3,4,1,,1,
423,聪明,smart,cōng ming,他不仅聪明而且勤奋。,He is not only clever but also diligent.,3,4,2,5,,
424,热情,"warm, enthusiastic",rè qíng,热情的接待。,a warm reception,3,4,2,6,,
425,努力,hard-working,nǔ lì,他正努力超越他的前任。,He is working hard to excel his predecessors.,3,4,2,7,,
426,总是,always,zǒng shì,内容总是比形式重要。,Content is always more important than form.,3,4,2,8,,
427,回答,to answer,huí dá,按愚人的蠢话回答愚人。,Answer a fool according to his folly.,3,4,2,9,,
428,站,to stand,zhàn,我站着展望湖面。,I stand looking over the lake.,3,4,2,10,,
429,饿,hungry,è,中午时分，她饿了。,At noon she was hungry.,3,4,3,11,,
430,超市,supermarket,chāo shì,我们去超市好吗？,Shall we go to the supermarket?,3,4,3,12,,
431,蛋糕,cake,dàn gāo,请给我切块蛋糕。,Please cut me a piece of cake/cut a piece of cake for me.,3,4,3,13,,
